"","Zeller_fecal_colorectal_cancer","Zeller_fecal_colorectal_cancer.1","Zeller_fecal_colorectal_cancer.2","Zeller_fecal_colorectal_cancer.3","Zeller_fecal_colorectal_cancer.4","Zeller_fecal_colorectal_cancer.5","Zeller_fecal_colorectal_cancer.6","Zeller_fecal_colorectal_cancer.7","Zeller_fecal_colorectal_cancer.8","Zeller_fecal_colorectal_cancer.9","Zeller_fecal_colorectal_cancer.10","Zeller_fecal_colorectal_cancer.11","Zeller_fecal_colorectal_cancer.12","Zeller_fecal_colorectal_cancer.13","Zeller_fecal_colorectal_cancer.14","Zeller_fecal_colorectal_cancer.15","Zeller_fecal_colorectal_cancer.16","Zeller_fecal_colorectal_cancer.17","Zeller_fecal_colorectal_cancer.18","Zeller_fecal_colorectal_cancer.19","Zeller_fecal_colorectal_cancer.20","Zeller_fecal_colorectal_cancer.21","Zeller_fecal_colorectal_cancer.22","Zeller_fecal_colorectal_cancer.23","Zeller_fecal_colorectal_cancer.24","Zeller_fecal_colorectal_cancer.25","Zeller_fecal_colorectal_cancer.26","Zeller_fecal_colorectal_cancer.27","Zeller_fecal_colorectal_cancer.28","Zeller_fecal_colorectal_cancer.29","Zeller_fecal_colorectal_cancer.30","Zeller_fecal_colorectal_cancer.31","Zeller_fecal_colorectal_cancer.32","Zeller_fecal_colorectal_cancer.33","Zeller_fecal_colorectal_cancer.34","Zeller_fecal_colorectal_cancer.35","Zeller_fecal_colorectal_cancer.36","Zeller_fecal_colorectal_cancer.37","Zeller_fecal_colorectal_cancer.38","Zeller_fecal_colorectal_cancer.39","Zeller_fecal_colorectal_cancer.40","Zeller_fecal_colorectal_cancer.41","Zeller_fecal_colorectal_cancer.42","Zeller_fecal_colorectal_cancer.43","Zeller_fecal_colorectal_cancer.44","Zeller_fecal_colorectal_cancer.45","Zeller_fecal_colorectal_cancer.46","Zeller_fecal_colorectal_cancer.47","Zeller_fecal_colorectal_cancer.48","Zeller_fecal_colorectal_cancer.49","Zeller_fecal_colorectal_cancer.50","Zeller_fecal_colorectal_cancer.51","Zeller_fecal_colorectal_cancer.52","Zeller_fecal_colorectal_cancer.53","Zeller_fecal_colorectal_cancer.54","Zeller_fecal_colorectal_cancer.55","Zeller_fecal_colorectal_cancer.56","Zeller_fecal_colorectal_cancer.57","Zeller_fecal_colorectal_cancer.58","Zeller_fecal_colorectal_cancer.59","Zeller_fecal_colorectal_cancer.60","Zeller_fecal_colorectal_cancer.61","Zeller_fecal_colorectal_cancer.62","Zeller_fecal_colorectal_cancer.63","Zeller_fecal_colorectal_cancer.64","Zeller_fecal_colorectal_cancer.65","Zeller_fecal_colorectal_cancer.66","Zeller_fecal_colorectal_cancer.67","Zeller_fecal_colorectal_cancer.68","Zeller_fecal_colorectal_cancer.69","Zeller_fecal_colorectal_cancer.70","Zeller_fecal_colorectal_cancer.71","Zeller_fecal_colorectal_cancer.72","Zeller_fecal_colorectal_cancer.73","Zeller_fecal_colorectal_cancer.74","Zeller_fecal_colorectal_cancer.75","Zeller_fecal_colorectal_cancer.76","Zeller_fecal_colorectal_cancer.77","Zeller_fecal_colorectal_cancer.78","Zeller_fecal_colorectal_cancer.79","Zeller_fecal_colorectal_cancer.80","Zeller_fecal_colorectal_cancer.81","Zeller_fecal_colorectal_cancer.82","Zeller_fecal_colorectal_cancer.83","Zeller_fecal_colorectal_cancer.84","Zeller_fecal_colorectal_cancer.85","Zeller_fecal_colorectal_cancer.86","Zeller_fecal_colorectal_cancer.87","Zeller_fecal_colorectal_cancer.88","Zeller_fecal_colorectal_cancer.89","Zeller_fecal_colorectal_cancer.90","Zeller_fecal_colorectal_cancer.91","Zeller_fecal_colorectal_cancer.92","Zeller_fecal_colorectal_cancer.93","Zeller_fecal_colorectal_cancer.94","Zeller_fecal_colorectal_cancer.95","Zeller_fecal_colorectal_cancer.96","Zeller_fecal_colorectal_cancer.97","Zeller_fecal_colorectal_cancer.98","Zeller_fecal_colorectal_cancer.99","Zeller_fecal_colorectal_cancer.100","Zeller_fecal_colorectal_cancer.101","Zeller_fecal_colorectal_cancer.102","Zeller_fecal_colorectal_cancer.103","Zeller_fecal_colorectal_cancer.104","Zeller_fecal_colorectal_cancer.105","Zeller_fecal_colorectal_cancer.106","Zeller_fecal_colorectal_cancer.107","Zeller_fecal_colorectal_cancer.108","Zeller_fecal_colorectal_cancer.109","Zeller_fecal_colorectal_cancer.110","Zeller_fecal_colorectal_cancer.111","Zeller_fecal_colorectal_cancer.112","Zeller_fecal_colorectal_cancer.113","Zeller_fecal_colorectal_cancer.114","Zeller_fecal_colorectal_cancer.115","Zeller_fecal_colorectal_cancer.116","Zeller_fecal_colorectal_cancer.117","Zeller_fecal_colorectal_cancer.118","Zeller_fecal_colorectal_cancer.119","Zeller_fecal_colorectal_cancer.120"
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus",0,0,0.105199236880458,0,0.0101281989871801,0,0,0,0,0,0,0,0,0,0,0,0.00799910079991008,0.000827399669040132,0.000350700070140014,0,1.43999942400023e-05,0,0,0,0.0313710031371003,0,0,0,0,2.05999938200019e-05,0.000285300028530003,5.73e-05,0.0491101950889805,0,0,0,0.0942344717296585,0,0,6.20000062000006e-06,0.00025330005066001,0.000124599962620011,0,0,0.0218785021878502,0,0,0,0,0,0.000304600030460003,0,0,0,0,0,0,0.0771375845724831,0,0,0,0.0392524078504816,0.000482799903440019,0,0,0,0,0.00868459565770217,0,0,7.62999771100069e-05,0,0,0,0,1.02999979400004e-05,0,0,0.00968869709339087,0,0,0,0,0,0,0,0,0,7.00999859800028e-05,0,0.0006886,0,0.049788290042342,0,0.0453628226814113,0.00325029967497003,0,0.00472759810896076,0.00421990126597038,0,0,0,0.0198985039797008,3.62e-05,0.0537633677419794,0,0,0,0,0,0,0,0,0,0.0363325927334815,0.1082576,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_succinatiphilus",0,0,0,0,0,0,0,0,0.00667790133558027,0,0,0,0,0,0,0,4.23000042300004e-05,0,0,0.0429088042908804,0,0,0,2.14000021400002e-05,0,0,0,0,0,0,0,0.0024861,0,0.005721,0,0,0,0,0,0.000356400035640004,0,0,0,0,0,0,0,0,0.0097096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018826415061132,0,0,0,0,0,0,0,0,0,0.1916207,3.49999790000126e-05,0,0,0,0,0,0.0366916073383215,0,0,0.00902919729124081,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_funiformis",0,0,0,0,0,0,0,0,0,0,0,2.75000137500069e-05,0,0,0,0,0,0,0,0,0,0.0042285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0048115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_hypermegale",0,0,0,0,0,0,0,0,0,0,0,0.00233540116770058,0,0,0,0,0,0,0,0,0,0.0098525,0,0,0,0,0.00482519903496019,0,0,0,0,0,0,0.0041325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00125929974814005,0,0,0,0,0,0,0,0,0,0,0,4.9299990140002e-05,0,0,0,0,0,0,0,0.0130814078488447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147993,0,0,0,0,0,0,0,0,0,0,0,0.0130774,0,0,0,0.00629079874184025,0,0,0,0.000185800055740017,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_rupellensis",0,0,0,0,0,0,0,0,0,0,0,0.000339200169600085,0,0,0,0,0,0,0,0,0,5.64e-05,0,9.6900009690001e-05,0,0,0.000901899819620036,0,0,0,0,0,0,0.096452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00223439955312009,0,0,0,0,0,0,0,0,0,0,0,0.000215399956920009,0,0,0,0,0,0,0,5.22000313200188e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004146,0,0,0,0,0,0,0,0,0,0,0,0.0004661,0,0,0,0.00168909966218007,0,0,0,0.0312831093849328,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_unclassified",0,0,0,0,0,0,0,0,0,0,0,0.0128164064082032,0,0,0,0,0,0,0,0,0,0.0236071,0,0.000396600039660004,0,0,0.0130514973897005,0,0,0,0,0.0004216,0,0.2272559,0,0,0,0,0,7.14000071400007e-05,0,0,0,0,0,0,0,0,0,0,1.61000016100002e-05,1.98e-05,0.024117695176461,0,0,0,0,0,0,0,0,0,0,0,0.000272999945400011,0,0,0,0,0,0,0,0.0154431092658656,0,0,0,0,0,0,0,0,0,5.08999949100005e-05,0,0,0,0,0,0,0,0,0.171483,0,0,0,0,0,0,0,0,0,0,0,0.0401074,0,0,0,0.0133899973220005,0,0,0,0.0637125191137557,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_elsdenii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211685,0,0,0,0,0,0,0,0,0,0,0,0.0038708,0,0,0,0,0,0,0,0,0,0,0,0.000291900058380012,0,0,0,0,0,6.4e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00226280113140057,0,0,0,0,0,0,0,0,0,0.0015846,0,0,0,0,0,0,0,0,0.00777880622304498,0,0,0.0003757,0,0,0,0,0,0.000402300080460016,0,0,0.00479489856153043,0,0,0,0,0.00810150162030032,0,3.91999960800004e-05,0,0,0,0,0.00284829886068046,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_micronuciformis",0,0,0,0,0,0,0,0,0,0,5.39999838000049e-06,0,0,0,0,0,0,9.60999615600154e-05,9.09000181800036e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00129610012961001,0,0,0,0,0,0,0,0.000445500089100018,0,0,0,0,0,6.43999806800058e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.00000540000324e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_sp_BV3C16_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00924369630252148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_unclassified",0,0,0.00041749974950015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00243909902436039,0,0,0,0.0462229,0,0,0,0,0,0,0,0,0,0,0,0.0051775,0.0009432,0,0,0,0,0,0,0,0,0,0,0.000101900020380004,0,0,0,0,0,0,0,0,0,0,0.0123682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000181900109140066,0,0.00292080146040073,0,0.00618919876216025,0,0,0,0,0,0,0,0.0015849,0,0,0,0,0,0,0,0,0.00829820663856531,0,0,0.0005904,0,0,0.0145400970919806,0,0,0,0,0,0.022166493350052,0,0,0.00208119916752033,0,0.0133210026642005,0.00824100247230074,0.0157129984287002,0,0,0,0,0.006271897491241,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Mitsuokella|s__Mitsuokella_multacida",0,0,0,0,0,0,0,0,0,5.27e-05,0,0,0,0,0,0,0,0,0,0,0,0.0098457,0,0,0,9.63999807200038e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00023980004796001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025923005184601,0,0,0,0,0,0.000421900210950105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00336310269048215,0,0.00219299978070002,0,0,0,0,0,0,0,0,0,0.0310626906811928,0,0,0,0,0.00615080123016025,0,0,0,0.000177099964580007,0,0,0.000444899822040071,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Mitsuokella|s__Mitsuokella_unclassified",0,0,0,0,0,0,0,0,0,6.79e-05,0,0,0,0,0,0,9.46000094600009e-05,0,0,0,0,0.0299048,0,0,0,0.000543399891320022,0,0,0,0,0,0.0008055,0,0.0003172,0,0,0,0,0,0,0,0,0,0,0,0.000588700117740024,0,0,0,0,0,7.55e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.65999567000216e-05,0.00132700026540005,0,0,0,0,0,0.00244000122000061,0,0,6.29000062900006e-05,0,0,0,0,0,0,0.0006562,0,0,0,0,0,0,0,0,0.00110520088416071,0,0.00500769949923005,0,0,0,0,0,0,0,6.85e-05,0,0,0,0.000624199875160025,0,0,0.0288727057745412,0,0.000584699941530006,0,0.00157429968514006,0,0,0.00262709894916042,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Selenomonas|s__Selenomonas_bovis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003832,0,0,0,0,0,0,0,0,0,0.004557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Selenomonas|s__Selenomonas_sputigena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00037619984952006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.27000092700009e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.69999906000019e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica",9.6499990350001e-05,0,9.49999430000342e-06,3.2899990130003e-05,0,0,0.000133799986620001,0,0,0,0.000338899898330031,0,0,0,0,0,0,0.00145879941648023,0.000604300120860024,0.000127200012720001,0,0.0007252,1.60000032000006e-06,0.000230400023040002,2.80000028000003e-05,0,1.82999963400007e-05,6.76999661500169e-05,0,0,0,0,0,0,0,0,0,5.02000050200005e-05,0,0.00133600013360001,7.00000140000028e-05,0.00351389894583032,1.85999851200119e-05,0,6.34000063400006e-05,0,0.000178400017840002,0,0,4.95000049500005e-05,0.000185000018500002,0,0,0.00088799973360008,0,0,0,0,3.23999870400052e-05,0,4.46000312200219e-05,0,0.00102409979518004,0.000403700080740016,0,0,0,0.00104259947870026,0,0,0,0.000164500098700059,0,0,0.000214300107150054,0,0.00269049946190011,0,0,0,0,0,0.000298999970100003,5.76999653800208e-05,0,0,0,0,0,0,2.01e-05,0,0,0,4.50000225000113e-06,7.05999929400007e-05,0,0,0,0,0,0,0,3.63e-05,4.84999709000175e-05,0,0,0,0,0,0.000143300028660006,0.000250200075060022,0,0,0,0,4.19999664000269e-06,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar",0,0,1.24999925000045e-05,0,0,0,7.29999927000007e-06,0,0,0,3.09999907000028e-06,0,0,0,0,0,0,0.00480009807996077,0.000214100042820009,0,0,0.0001696,0,0.000200000020000002,1.62000016200002e-05,0,0,0,0,0,0,0,0,0,0,0,0,6.43000064300006e-05,0,0.000333500033350003,2.95000059000012e-05,0.000605099818470055,2.92999765600188e-05,0,0,0,0.000109100010910001,0,0,2.79000027900003e-05,5.03000050300005e-05,0,0,0.000118099964570011,0,0,0,0,0,0,8.10000567000397e-06,3.44000068800014e-05,2.82999943400011e-05,0.00050720010144002,0,0,3.08999938200012e-05,0.000162899918550041,0,0,0,5.63000337800203e-05,0,0,5.86000293000146e-05,0,0.000426099914780017,0.000467100046710005,0,0,0,0,4.01999959800004e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89999884000046e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000157900047370014,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula",6.33999936600006e-05,0.000948499810300038,0.000318299809020115,0.000708799787360064,1.33999986600001e-05,0,0.000630799936920006,9.93000496500248e-05,0,0.0004108,0.000367999889600033,0,0,0,0,0,9.6000009600001e-06,0.00617369753052099,0.0189618037923608,0.000516300051630005,1.93999922400031e-05,0.0001712,0,0.00102240010224001,4.14000041400004e-05,0,1.64999967000007e-05,8.99999550000225e-06,0,1.69999949000015e-06,0,0,6.60999933900007e-05,0,0,0,2.28999931300021e-05,0.000496300049630005,0,0.000366500036650004,0.000303900060780012,0.00138189958543012,0.000157499874000101,0,0.000216600021660002,0.000171900034380007,0.000553800055380006,0.00024920004984001,6.44e-05,0.00145300014530001,0.000376700037670004,0,0,9.00999729700081e-05,0,0,0,5.73999885200023e-05,0,6.99999860000028e-06,0.0012281008596706,0.00189170037834008,0.00163259967348007,0.0893627178725436,0,0,0.000187099962580007,0.00390079804960097,0,0,0,0.000349800209880126,6.00000360000216e-06,0.000732300146460029,9.40000470000235e-06,8.64999827000035e-05,0.000303299939340012,0.000376500037650004,5.5399983380005e-05,0,3.54999964500004e-05,0,0.000250799974920003,0.0005562996662202,0,1.95000039000008e-05,0,1.6700010020006e-05,0.0577424884515023,1.61000048300014e-05,5.24e-05,0,0.000610999877800024,2.10000168000134e-06,4.32000216000108e-05,0.000502599949740005,0,2.93999882400047e-05,0,3.09999938000012e-05,0,0,0,0,8.54999487000308e-05,0,0.0126506025301205,0.000104099979180004,0,0,0.000670300134060027,0.000296600088980027,0,0,0.000179899964020007,0,0,0,0,0.000140799915520051,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_unclassified",8.89999911000009e-05,0,0.000613399631960221,0.000355399893380032,7.50999924900008e-05,0,0.000215599978440002,0.00012010006005003,8.82000176400035e-05,0.0003455,0.000238399928480021,0,0,7.71000154200031e-05,0,0,1.00000010000001e-05,0.0392429843028063,0.0272739054547811,0.000281700028170003,9.45999621600151e-05,0.0002022,5.79000115800023e-05,0.000384300038430004,0.000210200021020002,0.000131999973600005,2.11999957600008e-05,9.43999528000236e-05,2.63999973600003e-05,5.87999823600053e-05,0,0.0001101,0.00187739981226002,0,9e-07,0,0,0.00550320055032006,0,0.00793180079318008,0.000160500032100006,0.00157399952780014,0.000227999817600146,7.21999711200115e-05,0.000602600060260006,1.33000026600005e-05,0.000269500026950003,9.9400019880004e-05,4.67e-05,0.00495740049574005,0,8.45e-05,3.72999925400015e-05,0.00357319892804032,0,0,0.0003162,0.000168899966220007,0.000678799728480109,2.27999954400009e-05,0.000809200566440396,0.00445680089136018,0.0025148994970201,0.0211347042269408,0,7.89999921000008e-06,0.000365799926840015,0.000910599544700228,5.70000114000023e-06,8.97e-05,0,0.000319200191520115,8.99000539400324e-05,8.72000174400035e-05,0.000297300148650074,2.99999940000012e-05,0.0280731943853611,0.00174750017475002,4.77999856600043e-05,0,6.47999935200006e-05,0,0.00106599989340001,0.000752399548560271,9.16e-05,0.000147600029520006,0,5.68000340800205e-05,0,7.17000215100065e-05,9.56e-05,0,2.3999995200001e-05,4.3800035040028e-05,8.53000426500213e-05,0.000530199946980005,0,0.000101199959520016,2.00000060000018e-05,2.82999943400011e-05,4.37000087400017e-05,0,0,8.34e-05,0.000262399842560094,0,0.0121903024380605,0.000225299954940009,0,0,0.000176600035320007,0.00102520030756009,0,0,0.000287399942520012,1.54e-05,1.79999856000115e-05,2.83999886400045e-05,0.000444099822360071,3.17999809200114e-05,4.57e-05
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_gonidiaformans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.419062358093764,0,0,0,0,0,0,0,0,0,0,0,0,0.000955999522000239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00598390059839006,0,0,0,0,0,0,0.103747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00377060113118034,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_mortiferum",0,0,0,0,0,0,0,0,0,0,0,0,0.000172600017260002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269644946071011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151299815129982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000286000228800183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00163580049074015,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_necrophorum",0,0,0,0.00468879859336042,0,0,0,0,0,0,0,0.0125816062908031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637489318744659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00291140232912186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_nucleatum",0,0,0,0.000134599959620012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000544099782360087,0.000736700147340029,0,0,5.4e-06,0,0.000149000014900001,0,0.000890899821820036,0,7.71999614000193e-05,0,0,0,0,0,0,0,0,0,0,0.000847799660880136,0.000179900017990002,0,0.00914129725761082,0,0,0,0.00124110024822005,0.000175000017500002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00344210068842014,0.0013281,0,0,0,0,0.00963930481965241,0,8.45999830800034e-05,0.000670400067040007,3.65999890200033e-05,0,0,0,0,0,0.0005731,0,0.000197499901250049,0,0,0,0,0,0.00169169966166007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000292999941400012,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_periodonticum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57999896800041e-05,0,0,0,0,0,0.000118400011840001,0,0,0,0,0,0,0,0,0,0,0,0,0,8.93000089300009e-05,3.56999857200057e-05,0,0,0.000368799889360033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111400055700028,0,2.78999944200011e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37999972400006e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_ulcerans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000413599834560066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_varium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25999629600148e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000139999972000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000650800065080006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00356539857384057,0,0,0.000242099927370022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55000077500039e-05,0,0,6.64000066400007e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09e-05
