"","metahit","metahit.1","metahit.2","metahit.3","metahit.4","metahit.5","metahit.6","metahit.7","metahit.8","metahit.9","metahit.10","metahit.11","metahit.12","metahit.13","metahit.14","metahit.15","metahit.16","metahit.17","metahit.18","metahit.19","metahit.20","metahit.21","metahit.22","metahit.23","metahit.24","metahit.25","metahit.26","metahit.27","metahit.28","metahit.29","metahit.30","metahit.31","metahit.32","metahit.33","metahit.34","metahit.35","metahit.36","metahit.37","metahit.38","metahit.39","metahit.40","metahit.41","metahit.42","metahit.43","metahit.44","metahit.45","metahit.46","metahit.47","metahit.48","metahit.49","metahit.50","metahit.51","metahit.52","metahit.53","metahit.54","metahit.55","metahit.56","metahit.57","metahit.58","metahit.59","metahit.60","metahit.61","metahit.62","metahit.63","metahit.64","metahit.65","metahit.66","metahit.67","metahit.68","metahit.69","metahit.70","metahit.71","metahit.72","metahit.73","metahit.74","metahit.75","metahit.76","metahit.77","metahit.78","metahit.79","metahit.80","metahit.81","metahit.82","metahit.83","metahit.84","metahit.85","metahit.86","metahit.87","metahit.88","metahit.89","metahit.90","metahit.91","metahit.92","metahit.93","metahit.94","metahit.95","metahit.96","metahit.97","metahit.98","metahit.99","metahit.100","metahit.101","metahit.102","metahit.103","metahit.104","metahit.105","metahit.106","metahit.107","metahit.108","metahit.109"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum|s__Subdoligranulum_variabile",7.91999762400071e-05,0.0001282,0.000164799967040007,0.0002883,0.000490399803840078,9.65e-05,0.000158499968300006,0.000410499876850037,0,0.000223700044740009,0.000170000017000002,0.0002189,0.0002552,0.000137500041250012,0.000167799932880027,0.000132400013240001,8.02000481200289e-05,0.000252100025210003,3.40999931800014e-05,0.000137700041310012,0.000105299978940004,0.000194100077640031,6.19999876000025e-05,0.000130299973940005,0.000148200014820001,0.000147400058960024,0.000109300010930001,5.00999949900005e-05,0.0005151,0.000292199912340026,0.000200700020070002,3.82000076400015e-05,4.71999858400043e-05,0,9.26000555600333e-05,9.17999908200009e-05,4.29999914000017e-05,4.61999953800005e-05,0.000119400023880005,6.47000064700007e-05,0.000231299930610021,0.000221499911400035,0.000222599910960036,0.000200099979990002,9.10999726700082e-05,4.67999953200005e-05,5.74000114800023e-05,0.000137699944920022,0.000221800044360009,0.000143099942760023,6.38999936100006e-05,6.29000062900006e-05,0.000363099927380014,7.7599976720007e-05,0.000120700024140005,0.000681600136320027,7.04000070400007e-05,0.000121699951320019,7.5e-06,9.71999805600039e-05,6.73999797800061e-05,0.000116099976780005,0,0,0.000112800045120018,0.000174999965000007,0.000194100077640031,0.000157299968540006,0.000105200021040004,1.54999969000006e-05,0.00025119994976001,0.000205099876940074,4.31000172400069e-05,5.77000173100052e-05,0,0.000133900026780005,0,0,0.000195899941230018,0.000179700089850045,0.000461000046100005,0.000334400066880013,0.0005982,0.000151100105770074,0.000126900038070011,0.000245099975490002,9.83e-05,0,0.000611800061180006,0,0,0,0.000181600018160002,8.1e-06,0.000166100049830015,0.00063990038394023,0.000427900042790004,0,0.000380899847640061,0,0.000546100054610005,0.000128500025700005,0.000164400098640059,0.000107300010730001,4.33999869800039e-05,3.0999987600005e-06,0.000522000261000131,0,0.000202499939250018,0.000267800026780003
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Halanaerobiales|f__Halobacteroidaceae|g__Halobacteroidaceae_unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000245800073740022,0.000143399971320006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000105799957680017,0,0,0,0,0.000175999929600028,0,0.000153699938520025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.12000364800146e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000129100038730012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Catenibacterium|s__Catenibacterium_mitsuokai",0,0,0.0025463994907201,0.0066022,0.0031011987595205,0.0067963,0,0,0,0,0,0,0,0,0.0165890933643627,0.00172840017284002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00521230052123005,0,0,0,0,0,0,0.0187743981225602,0,0,0,0.00329289868284053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00355209928958014,0,0,0,0.0119654047861619,0.0121239975752005,0,0,0,0,0.0241451096580439,0.00188230056469017,0,0.00424140084828017,0.00526640052664005,0,0,0,0,0,0,0,0.00816440244932073,0,0.0014267,0,0,0,0,0,0.00129160012916001,0,0,0.019301611580967,0,0,0,0,0.00639320063932006,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus_sp_29_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00158870031774006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00148220044466013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus_sp_D6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00356980035698004,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus_unclassified",0,0,0,0,0,2.24e-05,0,0,2.67999919600024e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00717950143590029,6.02999819100054e-05,0,0,0,0,0,0,0,2.04999938500018e-05,0,0,0,0,1.21999987800001e-05,2.21000044200009e-05,0,0,0,0,0,0,0,0,0,0,0,0.0007379,0,0,1.23999975200005e-05,0,0,0.000350200140080056,0,0,0,0,0,5.0999989800002e-05,0,0,0,0,0,0,0.00796450079645008,0,0,0,0,0,7.1400049980035e-05,0,0,6.84e-05,0.0011369003410701,0,0,6.12000183600055e-05,0.000647500323750162,0,0,2.60000078000023e-05,0,0,0,0,3.33000066600013e-05,0,0,0.000475400285240171,0.000116400011640001,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Clostridium_innocuum",0,0,2.5699994860001e-05,0,0,3.3e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.52999954700005e-05,0,0,0,1.49000014900001e-05,0,0,0,1.12999988700001e-05,0,0,0,0,0,0,0,0,5.89999882000024e-06,0,0,0.000106500021300004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12000021200002e-05,0,0,0,0,0,0,0,0,0,0,0,4.57000045700005e-05
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Clostridium_ramosum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024858004971601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000573,0,0,0,0,0,0.000118700047480019,0,0,0,0,0,0,0,0,0,0,0,0,0.00128080012808001,0,0,0,0,0,0,0,0,0,0.000510400153120046,0,0,0,0.000213800106900053,0,0,0,0,0,0,0,0,0,0,4.97000298200179e-05,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Clostridium_spiroforme",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00355750177875089,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_2_2_44A",1.42999957100013e-05,5e-06,0,0,0,5.6e-06,4.39999912000018e-06,1.20999963700011e-05,0,0,0,9e-06,0,0,0,0,0,5.27000052700005e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.24999782500065e-05,0,0,0,0,0,9.03000180600036e-05,0,0,0,0,1.58000015800002e-05,0,0,0,7.23000144600029e-05,0,0,2.24e-05,0,0,0,0,0,0,0,0,0,0,0,7.79999844000031e-06,0,3.22000128800052e-05,0,4.95000247500124e-05,0,0,4.47000044700004e-05,0,0,6.00000060000006e-05,0,1.88e-05,0,0,0,8.15e-05,0.00044440013332004,0,0,0,8.83000441500221e-05,0,0,4.57000137100041e-05,0,1.31000013100001e-05,5.69000056900006e-05,0,0.000789900157980032,0,0.000158900031780006,6.09000365400219e-05,5.40000054000005e-05,0,0,3.22000161000081e-05,3.49e-05,0,2.82000028200003e-05
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_21_3",2.46999925900022e-05,0.0001205,0,1.27e-05,0.00012309995076002,9.63e-05,0,9.12999726100082e-05,0,0,0,0,0.0001401,0,0,0.000192700019270002,0,2.98000029800003e-05,0,0,0,0,0,0,0.000126700012670001,0,0,0,0,0,0,9.79000195800039e-05,0,0,0.000353000211800127,0,0,0,1.61000032200006e-05,0,0.000128199961540012,2.19999912000035e-05,0,8.49999915000009e-05,0,2.15999978400002e-05,0.000110600022120004,0.000169999932000027,0,0.000489399804240078,5.09999949000005e-06,0,4.40999911800018e-05,0,0,0.00025840005168001,0,0,4.35e-05,2.62999947400011e-05,0,1.22999975400005e-05,0,5.85e-05,6.51000260400104e-05,5.38999892200021e-05,5.74000229600092e-05,0,0,0,7.4199985160003e-05,0,7.86000314400126e-05,7.08000212400064e-05,0,0,0,8.45000084500008e-05,0,0,0,9.61000192200038e-05,0,5.27000368900258e-05,9.24000277200083e-05,1.56999984300002e-05,1.44e-05,0,5.60000056000006e-06,3.93e-05,5.23000156900047e-05,8.42000421000211e-05,2.90000029000003e-06,0.0001052,4.95000148500045e-05,0,7.97000079700008e-05,6.26000062600006e-05,0.000108399956640017,0.000179300035860007,1.77000017700002e-05,0.000269700053940011,2.770001662001e-05,0,2.1899993430002e-05,2.89999884000046e-06,6.03000301500151e-05,0,7.33999779800066e-05,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_3_1_53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.32999780100066e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00110320011032001,0,0,0,0,0,0,0,0,0,0,0,0,2.44000073200022e-05,0,0,0,0,7.00000420000252e-06,0,8.75000087500009e-05,0,0.000529200105840021,0,0.000222000044400009,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_5_2_54FAA",0,0,0,0,0,0,0,0,0.000245999926200022,0,0,0,0,6.6800020040006e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00236769976323002,0,0,0,0,0,0,0,0,0,0.000376700226020136,0,0.000883100088310009,0,0.000517100103420021,0,0,0,0,0,0,0.000113500056750028,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_6_1_45",0,3.59e-05,0,4.07e-05,0,0,0,0,0,0,8.50000085000008e-06,0,2.42e-05,2.31000069300021e-05,0,0,0,7.24000072400007e-05,0,0,1.06999978600004e-05,7.60000304000122e-05,0,0,0,0,0.000100100010010001,0.000100799989920001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93999882400047e-05,1.69999983000002e-05,0,0,0.000111600022320004,0,0,3.17999872800051e-05,5.29999947000005e-06,0,5.15999896800021e-05,0,0,0.00025970005194001,0,0,0,3.49999930000014e-06,0,0,0,0,0,0,0,0,0,0,3.77999924400015e-05,0,0.000371000148400059,0,8.21000410500205e-05,0,0,0.00433890043389004,6.6599980020006e-05,4.4000022000011e-06,0,0,1.64e-05,0.000105500073850052,0,0,7.03e-05,0,0,0,0,0,0,0,6.25000187500056e-05,0.000239900143940086,8.80000088000009e-06,8.75000087500009e-05,0,7.77000155400031e-05,7.50000075000008e-06,5.34000106800021e-05,0,0,0,1.77999928800028e-05,3.15000157500079e-05,0,3.19999904000029e-06,4.02000040200004e-05
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Eubacterium_biforme",0,0,0.00344399931120014,0.0019788,0.00977339609064156,0.0017706,0.000595099880980024,0,0,0,0,0.0064564,0,0,0.0100836959665216,0.00562100056210006,0.00190220114132068,0,0,0,0.0203094959381008,0,0.00074979985004003,0.0106210978757804,0,0.0144217057686823,0,0,0,0,0.00255490025549003,0,0.00746549776035067,0,0.00573320343992207,0.0124455987554401,0,0.0140389985961001,0,0.00553680055368005,0,0,0,0.0196641980335802,0.011445996566201,0,0,0.00966429613428155,0,0.0112619954952018,0,0,0.00769619846076031,0.00268099919570024,3.97000079400016e-05,0,0,0.00845039661984135,0,0,0,0.00373529925294015,0.0074562985087403,0.0039721,0,0.0181602963679407,0.00115640046256019,0,0.00276540055308011,0,0,0,0.0539839215935686,0.0137639041291712,0.00140590070295035,0.00623870124774025,0,0,0.00989619703114089,0.00342910171455086,0,0,0,0,0.000281100084330025,0,0,0,0,0,0,0,0.00150660015066001,0,0,0,0,0,0,0,0.0215733021573302,0,0.0131041078624647,0,0,0.00169029932388027,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Eubacterium_cylindroides",0,0,0,0,6.37999744800102e-05,8.05e-05,0.000125299974940005,0,0,0,0,0.0001897,0,0,0,0,0,0,3.69999926000015e-06,0,0.00023939995212001,0,0,0,0,0,0,0,0,0,0,0.00511290102258021,0,0,0.00117020070212042,0,0.000572399885520023,0,0,1.59000015900002e-05,0.000381599885520034,8.16999673200131e-05,0,0,0.0010873996737801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79999884000023e-05,0,0,0.00121160048464019,0,0,0,0,0,0.00348469930306014,0.00515649690610186,0,0,0,0.000130300026060005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33000043300004e-05,0,0,0,0,0,0.00104209958316017,0,0.000120000012000001,0,0,0,0.00284839914548026,0,0,0,0.000244899926530022,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Eubacterium_dolichum",0,0,0,0,0,0,0,0,0.000163999950800015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.10000082000016e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000356500106950032,0.00180480090240045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis",0.000744299776710067,7.07e-05,5.71999885600023e-05,0.0003131,0.000239499904200038,0.001528,0.000758699848260031,0.0010869996739001,0.000137099958870012,0.000368700073740015,0.000478600047860005,0.0005953,0.0013922,0.00172220051666016,0,0,0.000123000073800044,0.000402900040290004,8.88999822200036e-05,0.000142900042870013,5.42999891400022e-05,0.00037590015036006,0,0.000402399919520016,0.000355600035560004,0.000281600112640045,0.000619400061940006,0.000135599986440001,9.4e-05,0.0011035996689201,0.000805700080570008,0.000632300126460025,0.000204799938560018,0.000154700046410014,6.48000388800233e-05,3.61999963800004e-05,0,0.000202099979790002,0.000220900044180009,0.000522200052220005,0.000159399952180014,0.000474599810160076,0.000573799770480092,1.94999980500002e-05,0.00100049969985009,0.000491999950800005,0.00075120015024003,0,2.97000059400012e-05,0.00024669990132004,0.000109699989030001,0.000330200033020003,0.000890299821940036,0.000191899942430017,0.00024040004808001,0,0.000262500026250003,8.59999656000138e-05,0.0014486,0.000374699925060015,0.000532699840190048,0.000128699974260005,0,9.05e-05,0.000517900207160083,1.12999977400004e-05,0.000387900155160062,0.000374999925000015,0.000176100035220007,0.000177599964480007,0.000276799944640011,0.000494599703240178,0,0.000255400076620023,0,0.000114200022840005,0.000297600029760003,0,0.000198799940360018,0.000820100410050205,0.000220900022090002,1.69000033800007e-05,0.0003736,0.000293900205730144,0,0.000136699986330001,0,0,0.000322100032210003,0.0003015,0.000349400104820031,0.000672400336200168,0,1.38e-05,0,0.000285700171420103,0.000108700010870001,0.000611200061120006,0.000109399956240018,0.000849200169840034,0.000106700010670001,0.000431700086340017,0.000178900107340064,0.000809000080900008,0.000718599784420065,0.000463399814640074,9.15000457500229e-05,0,0.000698799790360063,0.00212800021280002
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_sp_AP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00437650043765004,0,0,0,0,0,0,0,0,0.0010658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_unclassified",6.09999817000055e-05,0,5.47999890400022e-05,0.0001628,0,0,0,0,0.000148399955480013,0,0,0,0.0009332,0,0,6.40000064000006e-06,6.90000414000248e-06,8.16000081600008e-05,0,1.46000043800013e-05,4.83999903200019e-05,0,0.000401399919720016,0,4.37000043700004e-05,0,0.000361300036130004,0,0.000119,0,0,0,0,0,9.15000549000329e-05,0.000113199988680001,0,0,0.000299600059920012,0,6.81999795400061e-05,0,0,7.12999928700007e-05,0,0.000402099959790004,0.000189200037840008,2.90999883600047e-05,0.000152000030400006,1.39999944000022e-05,0.000226199977380002,0,0,0,0,3.43000068600014e-05,0.000142100014210001,0,0,0,0,0,0,0,7.99000319600128e-05,3.42999931400014e-05,0,0,0,0,0,0.000581199651280209,0.000254000101600041,0,0.000104200052100026,0,0,0,0.000235799929260021,2.70000135000068e-06,0.000330400033040003,3.46000069200014e-05,0.0008429,0.000702300491610344,1.44000043200013e-05,0.000127899987210001,0,0,0,6.91e-05,0.000381200114360034,0,0,3.2e-06,0.000744100223230067,0.000174000104400063,0.000481600048160005,0.000460500046050005,0.000150499939800024,0.000954700190940038,0,0.000439500087900018,0.0011205006723004,0,0,0,0.000269100134550067,0.0001204,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_moorei",0,0,0,0,0,5.7e-06,0,0,0,0,0,0,0,0,6.8999972400011e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000536700107340021,0,0,0,0,0,0,0,0,0,0,3.30999867600053e-05,0,0,0,0,0,0,2.78000111200044e-05,0,0,0,0,0,5.30999893800021e-05,1.95999882400071e-05,2.17000086800035e-05,0,0,0,0,0,0,0,0,0,0,0.000317700222390156,0,0,2.41e-05,3.17000095100028e-05,0,0,0,0,0,0,0,0,0,0,0,0.00049490009898002,0,0,0.0128234076940446,0,0,0,1.74000087000043e-05,0,3.76999886900034e-05,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Turicibacter|s__Turicibacter_sanguinis",0,0,0,3.32e-05,0,1.7e-06,0,0,0,0,0,0,0,0,0,1.25000012500001e-05,0.0002787001672201,0,0,0,0,0,0,0,0,0,0,0,0,8.09999757000073e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000252399974760003,0,0,0,0,0,0.000143599942560023,0,0,0,0,0,0,0,0.000197999920800032,0,0,0,0,0,0,0,0,0,0,0,0,0,7.23999565600261e-05,0,3.70000111000033e-05,0,8.01000160200032e-05,0,0,0,0,0,0,0,8.94000625800438e-05,0,0,0,0,0.000110100011010001,0,0,0,0,0,0,0,0,1.50000015000002e-05,0.000337899864840054,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Turicibacter|s__Turicibacter_unclassified",0,0,0,6.95e-05,0,2.9e-06,0,0,0,0,0,0,0,0,0,3.08000030800003e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79999856000043e-05,0,0,0,0,0,0,0,0,0,0,4.05999878200037e-05,0,0,2.91999970800003e-05,0,0,0,0,0,8.46999661200135e-05,0,0,0,0,0,0,0,4.69999812000075e-05,0,0,0,0,0,0,0,0,0,0,0,0,2.07999958400008e-05,6.26999623800226e-05,0,0.000158300047490014,0,0.000202900040580008,0,0,0,0,0,0,0,0.000136900095830067,0,0,0,0,0.000360100036010004,0,0,0,0,0,0,0,0,8.36000083600008e-05,0.000206599917360033,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcaceae_unclassified",7.23999782800065e-05,0,0,0,0.000462299815080074,0.0002496,0.000397799920440016,0.000338599898420031,0.000294099911770026,0,0.000142300014230001,0.0003786,0.0003148,0,0,0.000298000029800003,0.000247000148200089,0,0,0.000234600070380021,0.000418199916360017,3.59000143600057e-05,0.000699199860160028,0,0,5.72000228800092e-05,0.000554200055420006,0.000149199985080001,0.0001588,0,0,0,0.000229799931060021,0,0.000213200127920077,0,0,0,0,0.000399300039930004,0.00033639989908003,0.00554439778224089,0,0,0,0,0.00049170009834002,0,4.76000095200019e-05,0.000600399759840096,0,2.77000027700003e-05,4.68999906200019e-05,0.000325599902320029,0.000294700058940012,0,0,0,0,0.00148979970204006,0.00010839996748001,4.38999912200017e-05,0,0,0.000288700115480046,0.000657999868400026,0,0,0,0.000304299939140012,0.000140099971980006,0,0,0.000270300081090024,0.000431700215850108,0,0,3.70000037000004e-05,0,7.63000381500191e-05,0.00203900020390002,0.00422380084476017,0.0001959,0.00354600248220174,0.000823200246960074,4.89999951000005e-05,7.64e-05,0,0.000216600021660002,0.0003563,0,0.00294600147300074,0,0.0003144,8.45000253500076e-05,0.000635500381300229,0,0.0120226012022601,3.02999878800048e-05,0,0,7.09000141800028e-05,0.000616000369600222,0.000345800034580003,0.00324259902722029,0.000256499897400041,5.57000278500139e-05,0.0009867,0.000392999882100035,0.000122200012220001
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_fermentans",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000973400292020087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00858049828390034,0.000328999967100003,0,0,0,0,0,0,0,0,0,0.00647079741168104,0,0.000163399934640026,0,0,0,0,0,0,0.00449740044974005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00626689623986226,0,0,0,0.00448680089736018,0,0,0,0,0,0,0,0.00405050283535198,0,0,0,0,0,0,0,0,0,0,0,0,0.00143210014321001,0,0,0.00828050165610033,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_intestini",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000471399905720019,0.00289789971021003,0,0,0,0,0,0,0,0,0.00163380032676007,1.43999942400023e-05,0,0,0,0,0,0,0,0,5.40000054000005e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000318799808720115,0.000977900391160156,0,0,0,0,0,0,0,0,0,0,0,1.56000046800014e-05,0,0.0002536,0,0,0,0,3.27000163500082e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047227,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_sp_HPA0509",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354935177467589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
