"","WT2D","WT2D.1","WT2D.2","WT2D.3","WT2D.4","WT2D.5","WT2D.6","WT2D.7","WT2D.8","WT2D.9","WT2D.10","WT2D.11","WT2D.12","WT2D.13","WT2D.14","WT2D.15","WT2D.16","WT2D.17","WT2D.18","WT2D.19","WT2D.20","WT2D.21","WT2D.22","WT2D.23","WT2D.24","WT2D.25","WT2D.26","WT2D.27","WT2D.28","WT2D.29","WT2D.30","WT2D.31","WT2D.32","WT2D.33","WT2D.34","WT2D.35","WT2D.36","WT2D.37","WT2D.38","WT2D.39","WT2D.40","WT2D.41","WT2D.42","WT2D.43","WT2D.44","WT2D.45","WT2D.46","WT2D.47","WT2D.48","WT2D.49","WT2D.50","WT2D.51","WT2D.52","WT2D.53","WT2D.54","WT2D.55","WT2D.56","WT2D.57","WT2D.58","WT2D.59","WT2D.60","WT2D.61","WT2D.62","WT2D.63","WT2D.64","WT2D.65","WT2D.66","WT2D.67","WT2D.68","WT2D.69","WT2D.70","WT2D.71","WT2D.72","WT2D.73","WT2D.74","WT2D.75","WT2D.76","WT2D.77","WT2D.78","WT2D.79","WT2D.80","WT2D.81","WT2D.82","WT2D.83","WT2D.84","WT2D.85","WT2D.86","WT2D.87","WT2D.88","WT2D.89","WT2D.90","WT2D.91","WT2D.92","WT2D.93","WT2D.94","WT2D.95"
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_3_1_53",0,0,0,0,0,0,0,0,0,0,0.000125499887050102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000520099947990005,0,0,0,0,0,0,0,2.14000064200019e-05,0,0,0,0,0,0,0.000359300143720057,0,0.000144400043320013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000651900065190007,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_5_2_54FAA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00237249857650085,0,0,0,0,8.68e-05,0,0,0,0,0,0,0,0.000274899972510003,0,0,0,0.000215200043040009,0,0,0,0.000284200085260026,0,0,0,0,0.000147299985270001,0,0,0.0003589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20000032000003e-06,0,0,0,0.00142969942812023,0,0,0,0,0,0.000422999830800068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_6_1_45",0,7.69999923000008e-06,0,0,0,0.000125500012550001,7.57000075700008e-05,0,1.42000028400006e-05,8.73999912600009e-05,5.61999494200455e-05,2.80999971900003e-05,0,0,0.000687199587680247,0,5.39999946000005e-06,0,0.000288700144350072,0.0008124,0,9.7e-05,0.0002708,0.000151300030260006,6.12999877400024e-05,0,2.7e-05,0.000130499986950001,4.46000089200018e-05,0,0.000578900057890006,0.000163400032680007,7.90000158000032e-06,0.000145099927450036,0.000616000061600006,6.81000204300061e-05,3.91999960800004e-05,0,4.05000162000065e-05,0.000103900010390001,0,4.19999916000017e-06,0.000427700171080068,6.62e-05,0,0,3.55000106500032e-05,0,0.00157890047367014,5.7e-06,2.78e-05,0,0,0,0,0.000358999892300032,0,2.76000055200011e-05,0,1.91000019100002e-05,5.95999880800024e-05,0.000421400042140004,6.03999818800054e-05,0,0,4.33999826400069e-05,0,2.70000054000011e-06,3.82999846800061e-05,0,0,1.2499995000002e-05,0.000115899976820005,0,2.45e-05,6.15e-05,0,3.67999668800298e-05,0,0.000112599943700028,0.0008285,0,0,0,0.000109899945050027,5.43000054300005e-05,0,0,0,0,0,0,0,0,0,5.24000209600084e-05
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Eubacterium_biforme",0.0119989988001001,0,0.0142919957124013,0,0.00228079977192002,0,0.0124511012451101,0.00851109829778034,0.0134756026951205,0,0,0,0,0,0,0,0.0334483966551603,0,0,0,0.024237,0,0.0419247,0,0,0,0,0,0.000397000079400016,0,0.000237500023750002,0,0,0.0268382865808567,0.00168270016827002,0,0.00818799918120008,0.0510862,0.0233410093364037,0,0,0,3.34000133600053e-05,0.0145555,0,0.00482749951725005,0,0.0118579976284005,0.00279430083829025,0,0,0.0494181,0,0.0066317019895106,0,0,0,0.00694910138982028,0.0881482,0,0.00916179816764037,0.0877602087760209,0.00400639879808036,0,0,0.0484224806310077,0,0.0465987093197419,0.00746839701264119,0,0.0334469,0,0,0,0.0276035,0,0,0.0117754894020595,0,0,0.0302506,0,0.00269370026937003,0,0,0,0,0,0,0,0,0.00767079923292008,0,0,0.0326541130616452,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Eubacterium_cylindroides",0,0,0,0,0.00254549974545003,0,0,0,0,0,0.00053079952228043,0,0,0.00115120011512001,0,0,0,0,0,0.0100664,0,0,0,0,0.00103489979302004,0,0,0,0,0.0151888,0,0,0,0,0,0.000145300043590013,0.000424299957570004,0,0,0,0,9.38999812200038e-05,0,0.0022797,0,0,0,0,0,0.0015173,0,0,0.00476749904650019,0,0,0,0,0.000297800059560012,0,0,0,0.000832100083210008,0,0,0,0,0,0,0,0,0.0003539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00153410030682006,0,0,0,0,0.00709250283700114,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Eubacterium_dolichum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00154440061776025
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis",0,0,4.05999878200037e-05,4.67000280200168e-05,0,0.000203000020300002,0.000456100045610005,6.36999872600026e-05,0.000322000064400013,0.000160199983980002,9.39999154000761e-05,0.000587999941200006,0.000655100065510007,0.000187900018790002,0.00044369973378016,1.05000063000038e-05,3.12999968700003e-05,0.000336399865440054,0,0.0005449,0.0001767,0.000813,0,0.000981400196280039,9.25999814800037e-05,0,0.0003788,0.000384599961540004,0,0.0003692,0,8.94000178800036e-05,0.00147840029568006,0.000297199851400074,0,0.000738500221550066,0,7.4e-05,0.00037300014920006,0.000880000088000009,0.00215319978468002,0.000958599808280038,0.000110700044280018,0.0011061,0.00199660059898018,0.000710699928930007,0.000968600290580087,0.000204699959060008,0.00243360073008022,0.0004969,0.0004112,0.0002122,1.63999967200007e-05,0,0,0.00033099990070003,6.22e-05,3.13000062600013e-05,0.0001463,0.000220500022050002,0.000301799939640012,0.000256100025610003,4.09999877000037e-05,0,0.000204599959080008,0.00131839947264021,0.000379999924000015,8.22000164400033e-05,0.000476899809240076,7.46999775900067e-05,0,0,0.000795199840960032,0,0.0001137,9.77e-05,6.38999936100006e-05,0.000377299660430306,6.46999870600026e-05,0.0012138993930503,0.0003061,0.000709499929050007,0,0.000132499973500005,0.000790299604850198,0.000146000014600001,0,0,0,0,0,0.000365599963440004,0.0003845,0,0,0.000218500087400035
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_unclassified",0,0.000118299988170001,0,7.67000460200276e-05,0,0,0,0.000299399940120012,0,0,0.000203199817120165,0,0,3.15000031500003e-05,0,2.73000163800098e-05,4.41999955800004e-05,0,0.000132600066300033,0,0,0.0001278,7.16e-05,0,0.000183599963280007,0.000171200034240007,0,8.71999912800009e-05,0,0.0002423,0,0.00024930004986001,0,6.21999689000155e-05,0.000101700010170001,0.000768700230610069,0,0,0,0,0.000197299980270002,0,0.000111300044520018,0,0,0,0,0.000275099944980011,0,0,0.0002987,5.28e-05,0,0,0,0,3.67e-05,0.000215700043140009,6.54e-05,0.000333300033330003,0,6.50000065000007e-06,0.000143899956830013,1.7e-05,0.000200799959840008,0.000180199927920029,0.000290699941860012,5.39000107800022e-05,0,0.000351399894580032,0.0006674,0,0,0,0.0003701,2e-04,0,0,8.05999838800032e-05,0,6.4e-06,0,3.80000038000004e-05,0.000223699955260009,0,0,0.000483199903360019,0,8.65000519000311e-05,0,0.000170900034180007,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_moorei",0,0,0,0,0,0,0,1.26999974600005e-05,2.31000046200009e-05,0,0,0,0,0,4.63999721600167e-05,0,9.7399990260001e-05,0,0,0,0,0,1.56e-05,0.000102800020560004,0.000176999964600007,0,0,0,0,0,0,5.84000116800023e-05,0,0,7.09000070900007e-05,0,0,0,0.000129800051920021,0,3.43999965600003e-05,7.73999845200031e-05,0,4.51e-05,5.47000164100049e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.46999830600034e-05,0,9.79999804000039e-06,2.76000055200011e-05,0,0,0,0,0,0,4.55e-05,0,0,0.000124899887590101,0,0,0,2.33999976600002e-05,0,0,8.59999570000215e-05,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Turicibacter|s__Turicibacter_sanguinis",0,0,0.000125099962470011,0.00125080075048045,0.000862199913780009,0,0,0.00157119968576006,0.00024250004850001,0.000405099959490004,0,0,0.00242320024232002,0,0,0.000563800338280203,0,0.00161689935324026,0,0,0.000358,0,0,0,0,0,0.000596,0,0,0,0,0,0,6.59999670000165e-06,0.00231990023199002,0,0.000647399935260006,0,0.00031480012592005,0,0,0,0,0,0,0,0,0,0,0,0,0.0014199,0,0.00022200006660002,0,0,0,0.00110260022052004,0,0,0,0,8.61999741400078e-05,0.0007327,0,0.00219789912084035,0,4.38000087600018e-05,0,0,0,0,0.000211699957660008,1.39999986000001e-05,0,0,0,0,0,0,0,0,0,7.86999842600032e-05,0,0,0,0,0,0,0,0,0,8.60000258000077e-06,3.1300012520005e-05,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Turicibacter|s__Turicibacter_unclassified",0,0,0.000245499926350022,0,0,0,0,0.00198149960370008,0.000161500032300006,0.000553999944600006,0,0,0.00281460028146003,5.54000055400006e-05,1.89999886000068e-05,0.000559200335520201,0,0.000385599845760062,0,0,0,0,0,0,0,0,0.000569,0,0,0,0,0,0,1.62999918500041e-05,0.00427320042732004,0,0.000827399917260008,0,0.00055960022384009,0,0,0,0,0,0,0,0,0,0,0,0,0.0019078,0,6.12000183600055e-05,0,0,0,0.000709400141880028,0,0,0,0,1.03999968800009e-05,0.0003352,0,0.00258139896744041,0,0,0,0,0,0,0.000128799974240005,7.48999925100007e-05,0,0,0,0,0,0,0,0,0,0.000122999975400005,0,0,0,0,0,0,5.96000119200024e-05,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcaceae_unclassified",0,0,0,0,0,0.000195400019540002,0,0,0,0,0,0.000669299933070007,0,0,0,0,0,0,0,0,0.0020859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43999871200026e-05,5.06000202400081e-05,0,0,0,2.35000070500021e-05,0,0,0,0.0011317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010536,0,0,0,0,0,0,0.000100199909820081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_fermentans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00165969966806007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_intestini",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_unclassified",0,0,0,0,0,0.00134140013414001,0,0,0,0,0,0.00364789963521004,0,0,0,0,0,0,0,0,0.0203248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000684799863040027,0,0,0,0,0,0,0,0,0.0068184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_succinatutens",0,0,0,0,0.0134091986590801,0,0,0.00357679928464014,0,0,0,0,0,0,0,0,0,0,0,0.0012719,0,0,0,0,0.00149079970184006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0082176,5.23000156900047e-05,0,0,0.0111347977730404,0,0,0,0,0,0.0458484137545241,0,0,0,0,0,0,0,0.0126951012695101,0.0179588946123316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus",0.0551018944898105,0.0337899966210003,0.0821673753497874,0,0.00136159986384001,0.0316243031624303,0.0704548070454807,0,0,0.0307940969205903,0.0440535603517957,0.0426699957330004,0.0870720087072009,0,0.0513688691786785,0.0294269176561506,0.0391951960804804,0.0156093937562425,0,3.69e-05,0.0772809,0.040935,0.0013943,0.050622810124562,0,0.0578750115750023,0.0094954,0.0826787917321208,0.0408782081756416,0,0.0531841053184105,0.00359020071804014,0.049227409845482,0.0645677677161161,0.0492820049282005,0,0.00134149986585001,0,0,0.112924211292421,0.127147587285241,0,0.0196246078498431,0,0,3.74999962500004e-05,0.0467242140172642,0,0.0328066098419829,0,0.0116573,0,0,0,0.0422312915537417,0.000189699943090017,0.0560119,0.0415354083070817,0,0.0541926054192605,0.0672994865401027,0,0,0.0490353,0.076280684743863,0.000852599658960136,0.0794220841155832,0,0.0481106807557277,0,0,0.000108999956400017,0.0587675882464823,0,0,0.0811744,0.0212743978725602,0.0423544618809843,0,0.0833833583083208,0,0,0.0289459028945903,0,0.0149654925172537,0,0.0364911927017615,0.0246849024684902,0.0294754176852506,0.0221412044282409,0,0,0,0,0,0.000357000142800057
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_succinatiphilus",0,0,0,0.000513500308100185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109295043718017,0,0,0.0102248979550204,0,0,0,0,0,0,0,0,0,0.013072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178366035673207,0,0,0,0,0,0,0,0,0,0,0.0214592957081409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_funiformis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00224149887925056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00195769960846008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_hypermegale",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0055926972036514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362932927413415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_rupellensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00311409937718013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020074989962505,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37e-05,0,0,0,0,0,0,0,0,0,0,0.00449259775370112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025838594832281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00217769891115054,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_elsdenii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108879010887901,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147055,0,0,0,0,0,0,0,0,0,0,0,0.0310772031077203,0,0,0,0,0,0,0,0.000612400122480025,0,0,0.0123724037117211,0.00193560077424031,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Mitsuokella|s__Mitsuokella_multacida",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003154,0,0,0,0,0,0,0,0,0,0,0,0.0690994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Mitsuokella|s__Mitsuokella_unclassified",0.000212199978780002,0.000304799969520003,0,0.000227600136560082,0,0,0,0,0,0.000100699989930001,0,0.000477199952280005,0.000701400070140007,7.41000074100007e-05,0.000565599660640204,8.6200051720031e-05,0,0.000667699732920107,0.000390100195050098,0.0001565,0,0,0,0,0,0,0,0.000305299969470003,0,0,0.000526200052620005,0,0,0,0,0,0.000202099979790002,0,0.000408600163440065,0.000118000011800001,0,0,0.000158200063280025,0.0003685,0,0.000814599918540008,6.80000204000061e-05,0,0,0.0001117,0.0001945,0,0,0.00011270003381001,0.000972499805500039,0,0,0.000219200043840009,0.0063373,6.39000063900006e-05,0.000130699973860005,0,0.000181299945610016,7.7e-05,9.20999815800037e-05,0.000105599957760017,0.000350399929920014,0.000223700044740009,0.000166499933400027,0.000430499870850039,0,0,7.86999842600031e-05,0.000828799917120008,0,0.0001713,0.000380199961980004,0.000300199729820243,0.000555099888980022,0,0,0.000613999938600006,0.000386700038670004,0.000274299945140011,0,8.18000081800008e-05,0,0,0,0,0,0,0,0,0.00012240004896002,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica",0,0.000111199988880001,0,0,0,0,0,0.00025399994920001,0,0.000138999986100001,0,9.8999990100001e-05,0,0,0,0.000253700152220091,0.000153899984610002,0.000595399761840095,0,0,0,0,1.81e-05,0,0,0,0,0,0,1.31e-05,0,0,0,0.00186219906890047,0,0,0.000208699979130002,2.92e-05,0,0,0,0,0.000382900153160061,0,1.37000041100012e-05,0,1.48000044400013e-05,0,0,0,0,0,0,0.00103550031065009,0,0,0.0001076,0,0,0,0,0,6.58999802300059e-05,0.0007718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4099995180001e-05,0.00032119983940008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar",0,2.87999971200003e-05,0,0,0,0,0,0.000633099873380025,0,0.000179999982000002,0,1.90999980900002e-05,0,0,0,2.18000130800078e-05,0,0,0,0,0,0,7.61e-05,0,0,0,0,0.000215499978450002,0,0,0,0,0,0.000242299878850061,0,0.000342000102600031,0.000347399965260003,0,0,0,0,0,0.00018920007568003,0,0,0,0,0,0,0,0,0,0,0.000128400038520012,0,0,2.5e-05,0,0,1.80000018000002e-05,0,0,0.000139799958060013,0.0001691,0,9.27999628800148e-05,0,0,0,0,0,0,2.77999944400011e-05,0,0,0,0,0,1.66999966600007e-05,0.0012109993945003,0,0,0,0,0,0,1.98999960200008e-05,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula",0.000326999967300003,0.00162549983745002,0,0.000232200139320084,0,0,0.000145700014570001,0.00128359974328005,1.27000025400005e-05,0.00144219985578001,0,0.000765799923420008,0.000140900014090001,0,2.02999878200073e-05,0.000820400492240295,0.000144999985500001,0.00087569964972014,4.89000244500122e-05,0.000159,0.0002929,5.26e-05,0.0002675,0,0,0,0.0005499,0.000300999969900003,0,0,0,0,9.19000183800037e-05,0.0019926990036505,1.02000010200001e-05,6.72000201600061e-05,0.00215659978434002,0,0.000385500154200062,0,0.000552899944710005,0,0.00554610221844089,0,0,0,0.00022200006660002,0,6.93000207900062e-05,0,0,8.7e-05,0,0.00163810049143015,0,0,0.0010156,0.000385100077020015,7.31e-05,0.00129280012928001,0,0,0.000769999769000069,0.0017765,0,0.00081009967596013,0,2.5600005120001e-05,0,0,8.24e-05,0,0.000182099963580007,0,0,0,4.18999958100004e-05,9.18999172900744e-05,1.54999969000006e-05,0.00377629811185094,0,0,0.000659700065970007,0.000345699930860014,0,0.00156690015669002,0,0,0,0,0.00025080005016001,0,8.06e-05,0,0,0.00335750134300054
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_unclassified",0.000246699975330002,0.000469399953060005,4.83999854800044e-05,4.23000253800152e-05,0,0.000371900037190004,8.03000080300008e-05,0.00341349931730014,3.76000075200015e-05,0.00133309986669001,0,0.000174499982550002,3.42000034200003e-05,0,0.000161999902800058,0.00158950095370057,0.000203399979660002,5.99999760000096e-07,0,0,0.0003296,0.0001009,0.000444,0,0,0,9.77e-05,0.000589499941050006,0,8.43e-05,2.04000020400002e-05,0,0.000291900058380012,0.000830299584850208,0.000288600028860003,0.000841400252420076,0.00369799963020004,0.0001949,0.000159600063840026,0,0.000113199988680001,1.60999967800006e-05,0.00210160084064034,0,0.000178200053460016,0,0.000175100052530016,0,1.91000057300017e-05,0,0,0.0002748,0,0.0011307003392101,0,4.63999860800042e-05,0.0002848,0.000201200040240008,0.0001541,0.000336300033630003,0,7.85000078500008e-05,0.000486899853930044,0.0042226,8.72999825400035e-05,0.00043679982528007,5.69999886000023e-06,7.5400015080003e-05,0,0,0.000123,5.52999778800088e-05,9.13999817200037e-05,0,2.91e-05,0,7.89999921000008e-06,0.000242199782020196,0.000370699925860015,0.0072058963970518,0,9.5699990430001e-05,9.9000009900001e-06,0.0025464994907001,3.2099983950008e-05,0.000572900057290006,0.00715379856924029,0,0,0.000374800074960015,0.00050690010138002,1.34999986500001e-05,0.0003741,0.00010740003222001,0,8.20000328000131e-05
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_ulcerans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.65e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bartonellaceae|g__Bartonella|s__Bartonella_unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000172299965540007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000165800016580002,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000130200013020001,0.000133199973360005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000197100019710002,0,0,0,0,0,0,0,0,0,0,0,0,0
